strategy,workload,requests,read_ratio,duration_sec,throughput_rps,avg_latency_ms,p95_latency_ms,db_reads,db_writes,db_total,cache_hits,cache_misses,cache_hit_rate,write_back_pending_max,write_back_pending_after_finish
lazy_loading,read-heavy,10000,0.8,6.066048779000084,1648.5195494336892,0.6052830461002031,2.0562889999382605,2821,2048,4869,7179,2821,0.7179,0,0
write_through,read-heavy,10000,0.8,5.879565118000073,1700.8060629153279,0.5866705431004448,1.9482529999095277,1000,2048,3048,9000,1000,0.9,0,0
write_back,read-heavy,10000,0.8,6.260291466999888,1597.3697155657017,0.6247791546007193,0.7610479999584641,1000,1622,2622,9000,1000,0.9,402,0
lazy_loading,balanced,10000,0.5,11.902782518999857,840.1396886851849,1.1889029299001095,2.2400719999495777,5537,5050,10587,4463,5537,0.4463,0,0
write_through,balanced,10000,0.5,10.931865592999884,914.7569474695522,1.0918579427020405,2.1660269999301818,1000,5050,6050,9000,1000,0.9,0,0
write_back,balanced,10000,0.5,12.860085487999868,777.5998075076018,1.2848079906990961,0.834748999977819,1000,3972,4972,9000,1000,0.9,402,0
lazy_loading,write-heavy,10000,0.2,18.122138826000082,551.8112456821522,1.8105186445986419,2.9303419998996105,8203,8016,16219,1797,8203,0.1797,0,0
write_through,write-heavy,10000,0.2,16.25452534100009,615.2132892355952,1.6239233997009024,2.740250999977434,1000,8016,9016,9000,1000,0.9,0,0
write_back,write-heavy,10000,0.2,19.851637342000004,503.73678642834426,1.9840041911010986,0.8677900000293448,1000,6293,7293,9000,1000,0.9,409,0
